comment_content,comment_rating,comment_likes,,,,,,
"Αυτό το βραβευμένο βιβλίο επιστημονικής φαντασίας ασχολείται με το κλασικό ζήτημα της επαφής του ανθρώπου με έναν εξωγήινο πολιτισμό. Η προσέγγιση του κινέζου συγγραφέα, πολύ διαφορετική από τη συνηθισμένη δυτική είναι αναζωογονητική αλλά και συχνά ξενίζει, κάτι που μπορεί να οφείλεται και στις δυσκολίες της μετάφρασης η οποία δεν κατάλαβα εάν έγινε από τα αγγλικά ή από το κινεζικό πρωτότυπο. Στην καρδιά κάθε βιβλίου επιστημονικής φαντασίας βρίσκεται φυσικά η επιστήμη και οι δυνατότητές της και αυτό δεν αποτελεί εξαίρεση, συχνά μάλιστα σε σχεδόν δυσνόητο βαθμό. Το βασικό ζήτημα είναι το πρόβλημα των τριών σωμάτων του τίτλου, η αδυναμία δηλαδή, εάν κατάλαβα καλά, των φυσικών να προβλέψουν τον τρόπο που τρία σώματα που έλκονται βαρυτικά μεταξύ τους θα κινηθούν το ένα σε σχέση με το άλλο. Κύριο πρόσωπο του βιβλίου είναι η Γέι, μια κινέζα αστροφυσικός απογοητευμένη και πολιτικά στιγματισμένη μετά την άγρια δολοφονία του πατέρα της, επίσης φυσικού, στη διάρκεια της πολιτιστικής επανάστασης που εργάζεται πλέον σε μια απομακρυσμένη επιστημονική εγκατάσταση με σκοπό την επικοινωνία με τυχόν νοήμονα όντα στο διάστημα. Μέσα από τη θέση αυτή έρχεται πρώτη σε επικοινωνία με έναν εξωγήινο πολιτισμό που αναζητά κατοικήσιμους πλανήτες καθώς ταλανίζεται από τις συνέπειες των απρόβλεπτων κινήσεων των τριών ήλιων του με αποτέλεσμα αλλεπάλληλες καταστροφικές χαοτικές περιόδους. Οι συνέπειες αυτής της αρχικής επαφής τη δεκαετία του 70 όπως τις ανακαλύπτει σταδιακά ένας φυσικός στη σύγχρονη Κίνα αποτελούν το θέμα του βιβλίου. Αν και ενδιαφέρον ως ιδέα το βιβλίο πάσχει σημαντικά στο επίπεδο των χαρακτήρων που παραμένουν εντελώς αναληθοφανείς, επίπεδοι και αδιάφοροι.
Show more",3,7,,,,,,
"Sin duda es uno de los libros de ciencia ficción que he leído que más me ha impactado y más me ha hecho reflexionar, pensar y disfrutar con la bien dosificada especulación científica que Cixin Liu ha plasmado en sus páginas.
Aunque el estilo es un poco sobrio y directo, -yo diría que es un thrileer científico-, consigue que en más de una y de dos ocasiones sientas ese sentido de la maravilla que a los aficionados de la ciencia ficción tanto nos gusta.
Si bien hay una importante crítica social a la humanidad, a su evolución y sus prejuicios, ésta parte de un punto de vista oriental (la cada vez más importante potencia China) que lo hace más original. La novela también permite gozar de la maravilla que supone imaginar una civilización extraterrestre y las repercusiones para ambas civilizaciones tras su contacto.
Un poco de historia científica, dosis de realidad virtual, especulación científica e intriga (tipo thriller) en el mundo científico (de peso específico sin ser demasiado hard), mensajes por microondas viajando por el espacio, nanomateriales, nuevas dimensiones físicas y el universo de posibilidades que abre el primer contacto con una civilización extraterrestre.
No quiero hacer spoilers ni pretendo hacer una reseña (mejor leer la del Biblionauta que es muy buena: )
Recomiendo indudablemente leer esta novela. Espero que pronto tengamos la segunda parte de la trilogía en castellano (y la tercera).
Show more",5,7,,,,,,
"set in China, a young student who witnesses her scientist father's execution during the cultural revolution despairs of humanity, our cruelty to each other and our exploitation of our environment
she is sent to work at Red Coast, a radio astronomy/satellite monitoring station in 1970's
moving forward 30 years, a nano-technologist is seconded by authorities investigating a spate of suicides among leading scientists
he also discovers and begins playing an immersive game that follows iterations of a civilisation on a world with unstable environment due to interactions of its three suns

all these things are linked






characters are reasonably well developed, and story is full of scientific twists and speculations
Show more",5,7,,,,,,
"No tengo palabras para decir lo completamente asombroso que me pareció este libro. Es brillante. Es ciencia ficción dura, es decir, con mucha ciencia (aunque suene tonto) y muchas explicaciones que se basan en teorías. Entonces, por momentos cuesta entender o seguir el ritmo, pero en general se puede.

Básicamente, trata sobre una serie de suicidios entre famosos científicos y una organización internacional que intenta buscar la explicación detrás de estos. Sumado a una serie de eventos extraños que amenazan la vida de Wang Miao, el científico encargado de la producción de nanomateria que es el hilo conductor de la historia.
Todo partió casi cuarenta años atrás cuando en China se vivieron unos momentos complicados, en particular, para ciertos científicos a los que se les acusó de crímenes contra la Revolución. La muerte de Ye Zhetai desencadenó en su hija una serie de sentimientos confusos que la llevaron a tomar decisiones drásticas a lo largo de su vida.

Sé que suena vago, pero no puedo ser más clara sin dar spoilers. Lo importante es que lo vayan descubriendo a medida que lo lean. Me gustó la forma en que abordan los peligros de los avances desmedidos de la ciencia, la preocupación medioambiental y la forma en que la humanidad parece estar cayendo por un precipicio. En un comienzo es confuso saber hacia dónde va o para qué sirve lo que están contando, pero luego todo toma sentido y es fantástico.
Es una historia asombrosa que muero de ganas de continuar.
Show more",4,7,,,,,,
"4,5

De rijzende ster aan het immer uitdijende Science-Fiction firmament is de Chinees Liu Cixin wiens revolutionaire Remembrance of the earth’s past-trilogie al miljoenen fans vergaarde waaronder Barack Obama, George R.R. Martin en Netflix-regisseur David Benioff.

In dit eerste deel tracht de nanotechnoloog Wang Miao een reeks mysterieuze zelfmoorden onder wetenschappers te ontrafelen. Op zijn zoektocht ontdekt hij hoe uiteenlopende zaken gelinkt zijn: een politieke moord tijdens het Mao-tijdperk, een geheimzinnig project dat signalen het heelal instuurt en een Virtual Reality-spel. Cixin geeft zichzelf de perfecte voorzet om zijn verbeelding onbegrensd te laten stromen met dit computerspel waarin wereldvermaarde filosofen en wetenschappers figureren die trachten de onvoorspelbare interactie tussen drie zonnen (het drielichamenprobleem) te ontcijferen in een duizelingwekkend decor van merkwaardige beschavingen en natuurverschijnselen.

Cixin rijgt maatschappelijke, ecologische en religieuze elementen aan een plotlijn die slingert tussen fonkelnieuwe natuurkundige inzichten. Hij slaagt er zelfs in om bij de aartsmoeilijke uitweidingen rond astrofysica de frustratie van het ongrijpbare voor de personages én voor de lezer telkens te doen uitmonden in de aha-ervaring van de vondst. Deze onvergelijkbare literaire maalstroom stompt zo hard tegen de buitengrenzen van natuurkunde, gaming én fictie, dat we gerust de term ‘briljant’ vanonder het sterrenstof mogen blazen.
Show more",5,7,,,,,,
"A very interesting and highly imaginative story reminiscent of The Terminator and Independence Day in some ways. The book does have its share of slightly dull moments and literary chaos (especially when it talks about the history of the Adventists and the Redemptionists), but in a lot of parts it picks up pace amazingly well and describes some really creative happenings and ideas.

While reading there were places where I just could not put the book down thanks to vivid descriptions and interesting events sprinkled all around the pages; parts of the story have been written brilliantly (in other places the translation to English probably didn't work out well - as the puts it succinctly, ).

Overall, the author seems to be really imaginative and passionate about the story but fares poorly on general character development, and falls prey to describing scientific minutiae not adding anything interesting to the story's flow; the intertwining of science and fiction could have been much smoother.

Nevertheless, it's quite gripping for the most part and worth a read. Can't wait to get on to the next couple of books in the series.
Show more",4,7,,,,,,
"I had high hopes for this book, and Gods was I right. The Three-Body Problem is an amazing science fiction novel, and a marvelous introduction to Chinese hard sci-fi. It made me wish I were more of a science geek, so I could understand everything this book's about—even though Liu Cixin does explain everything in a very clear way, I couldn't help but want to have proper knowledge of everything. It's also the most interesting, fascinating story of alien invasion I've ever read, and you can bet I'll ready its sequels.

Also this, from the author's afterword:

Is this a love letter to science or what?
Show more",5,7,,,,,,
"“It was impossible to expect a moral awakening from humankind itself, just like it was impossible to expect humans to lift off the earth by pulling up on their own hair. To achieve moral awakening required a force outside the human race.”

I loved it! Looking forward to The Dark Forest.

I think you will either love this or hate it. This is hard science fiction, not pulpy like The Expanse. The first book is the build-up to the impending doom of humanity.
Show more",5,7,,,,,,
"In short - Brilliant

Set in China from the cultural revolution and up to today we get an insight into an era and location which was rather unknown to me, which only makes the book more interesting.

The book can seem a little in accessible at start due to the Chinese names but luckily the author limits himself to a few characters in focus so we can remember them.

It's a strange mixture of hard sci-if (with long technical discussions and info dumps) and cyber punk a little like Neal Stephenson's early books.

It also describes how a inhuman system which crushes the individual can lead to counter reactions, like turning your back on the whole human race, maybe something to consider looking at today's terror organisations and why some people join them.

So why not five stars..

At times the explanations to overhand and killed the narrative and there are a strange detached style to story which makes it a little hard to actually care for the characters.

Am I going to read the next two books ? , definitely yes.

Show more",4,7,,,,,,
"Very unique first contact story. The author mixes a blend of Chinese history to give context and characterization to the story and to explain the motivations behind the characters. The initial mystery presented at the beginning is fully delivered at the end. Great use of current theoretical physics concepts: quantum entanglement, string theory, multi-dimensional analysis and the three body problem. The author very cleverly entwined fantastical physics concepts into his science fiction. In addition, the story touches on several cultural issues: intellectual elitism, genocide, communism, ecological conservation and nationalism.

My critique is the writing style in that there is no writing style. The narration lacks character and is mostly a deadpan, boiler plate voice. Having said that, the translation seems to be great, I just think the original author lacks a stylistic voice. At some points, he gets pretty narration heavy to move the plot along. It's not elegant but it works.

I will definitely be reading the rest of the series.
Show more",4,6,,,,,,
"A brilliant book of hard sci-fi which is based in China but has an international appeal. It is very well written/translated and takes me back to the feeling I had reading Asimov and Clarke. It is huge in scale and revolutionary in the ideas it presents despite being based on a strong foundation (heh) of classic sci-fi, physics, and human behavior. The characters feel real with their idiosyncrasies and actions. The setting and the references to the Chinese culture, history, and literature adds an added dimension to an excellent book; it makes it stand out among other modern sci-fi books and the references actually add a lot to the story and the book instead of being shoe-horned in. The way the characters interact and do the things they do makes sense with respect to the setting of the book.

It is a brilliantly captivating read, fast-paced and unputdownable. Despite it being a big book, the pages just flow as you get addicted to the story-telling. It feels good to read a genuinely mind-blowing book after a few duds and ok ones.
Show more",5,7,,,,,,
"Alucinante!!!
Me ha encantado. Lectura altamente recomendable. ¡Qué lástima no saber el inglés suficiente para poder seguir con el resto de la saga.
Los giros argumentales y de los personajes son espectaculares. En cuanto parece que te empiezas a aclarar de algo, parece que el autor lo sabe y agita la coctelera cambiando situaciones, personajes, puntos de vista o lo que sea, y vuelves a alucinar ... y después de hacer esto en varias ocasiones ¡qué digo! ¡en muchísimas ocasiones!!! va el libro y se acaba ¡el muy ladino!!!
Otro punto a destacar también del libro son los aspectos sociales y políticos que quedan para la reflexión...¡ muy interesantes!!...
Yo no leo mucha ciencia-ficción y a lo mejor a sus lectores habituales les parece un libro de lo más normal, pero yo sigo alucinando. ¡Madre mía qué prodigio de imaginación! ¡qué manera de girar, regirar y requetegirar todo!
Podría hablar de cosas más concretas que me han llamado la atención, pero enseguida desvelaría puntos clave del libro que pueden destripar un poco su lectura, así que... ¡hasta aquí puedo leer!!!
Show more",5,7,,,,,,
"this book was heavy on science theory so for me it was a tedious book to READ, but the online audiobook i found was my saving grace and the reason i enjoyed. listening to them was SO MUCH more interesting than reading (esp at end/sciencey parts) cuz it felt like i was eavesdropping on professionals and i could tune in and out.

fav parts of this book are
- it literally made me contemplate my mortality very very much ☺️
- the book gives me tok vibes + i got rlly excited when i understood the history #history gal
- in some chapters there’s a poetic pretty little sentence entwined within the science stuff that is just *chefs kiss teardrops*
- i liked the characters and character dynamics and the book in general has a very cool vibe

overall i would not describe this book as particularly engaging or so amazing yet i WOULD describe it as very interesting??

ps. lotsa ppl said they were disappointed in the ending but it’s book 1 of a TRILOGY so the plot isn’t done!!! & i kinda want to read the other books cuz i’m rlly curious as to what happens
Show more",3,7,,,,,,
"*** Update ***

I had to re-read it after 4 years because I'd like to read the rest of the trilogy but I remembered nearly nothing :) After all, I do agree with my previous review.

---

I'm not so much into SF, but I like trying things :)

It was hard to resist trying 3BP as the book is massively hyped after all these awards across the whole world. Fortunately, it meets the (reasonable) expectations - at least it did in my case. The general idea is interesting, the way plot develops (incl. plot jumps across time) keeps readers engaged, the impact of fictitious events on physics, societies & general environment is credible enough (well, it's still fiction ...).

Characters are specific ... On 1H distinguishable & fit my understanding of Chinese culture specifics, but it's none of them struck me with any unique concept, idea or development.

Good start of the series. Not one of these I'll remember for decades, but definitely not a time wasted.
Show more",4,7,,,,,,
"""El problema de los tres cuerpos"" Liu Cixin

Una historia de ciencia ficción que no está tan alejada de la realidad donde sus personajes se cuestionan temas de ciencia, supervivencia humana y política. El futuro de la humanidad se encuentra en peligro gracias al debilitamiento de las ciencias y al deterioro climático. Sin embargo, el contacto con alienígenas puede suceder en cualquier momento. En el planeta tierra se juzga mucho el actuar entre nosotros los humanos y creemos que si llegamos a contactar con seres de otros planetas nos van a tratar amablemente, como nosotros no nos tratamos. Un libro con una ciencia ficción muy bien manejada que como siempre nos deja reflexionando en los valores que nos faltan como especie humana.
""La ciencia ficción describe el día en que la humanidad forma un todo armonioso, y creo que no deberíamos esperar a que lleguen los extraterrestres para que ese día se convierta en realidad"".
74/2023
4⭐️
Show more",4,8,,,,,,
"Cerebrale, complesso e originale. Poco slancio emotivo ma una fantasia stratificata ed evanescente, l'inizio della trilogia di Cixin Liu è quallo di una battaglia epica che si volge su moltissimi livelli differenti, dentro la testa di ogni essere umano, dentro singoli popoli, tra popoli diversi, tra specie diverse, tra mondi diversi, tra una civiltà e il suo contesto di sviluppo, tra l'Intellighenza e il tempo, il suo più grande nemico.

Tanti sono i collegamenti inaspettati, tanti personaggi ed eventi che vanno e vengono che acquistano e perdono peso come le tessere di un puzzle, tanta è anche la scienza coinvolta quasi a dimostrazione del fatto che un universo con le stesse limitazioni fisiche che ha quello che conosciamo può essere fonte di meraviglia ancora maggiore di uno in cui esiste una specifica tecnologia in grado di aggirare ogni singola equazione mai scritta.
Show more",4,7,,,,,,
"Üç cisim problemi, çok keyifli bir Bilim Kurgu (BK) .
Çin Kültür devrimi döneminden başlayan, bilimsel gelişme, varoluş, sürdürülebilirlik, teknoloji, insanlığın dünyaya etkisi... gibi felsefi konulara da giren, anlatılanların fizik, matematik temelini tartışarak okuru ikna eden etkileyici bir kurgu yaratmış Cixin Liu .

Üçlemenin ikinci kitabını da İthaki yayınları bastı. Umuyorum ki, bu kez son okuma hataları daha az yapılmıştır da, Trisolaris “insanları” sonraki düzeltmelerde “fotoğraf çekinme” eyleminde bulunmazlar.

İkinci okuma, beşinci baskı. Çeviri, editörlük halen ilk baskıda olduğu gibi berbat!

İkinci okumada Bilim Felsefesi tartışmaları daha çok dikkatimi çekti. Fiziğin evrimi boyunca bilim insanlarının katkıları, kabulleri, teorilerindeki hatalar vb tartışmalar, kişilere yapılan atıflar vb

Tartışılmaya değer sorular soran, türler arası bir bilim kurgu romanı.
Show more",5,7,,,,,,
"It's a solid 3 from me! This is a brilliantly thought-out concept that made this an interesting book. Considering all the hype I really was expecting to rate this book higher, but there were a few issues for me. 1. This book was extremely dense at times, and it took rereading a couple of pages to fully grasp the concepts. 2. Most of the characters were just not believable. Are we just going to ignore the fact that Wang Miao's wife and son only featured to take some photos for him and they never found it strange he spent days on end barely showing his face at home? 3. The writing was so dense and detailed that the pace was extremely slow in places. Overall, I liked it and will give a try.
Show more",3,7,,,,,,
"Lo dejé pasar en su momento por agotamiento, todo el mundo estaba tan pesado con que DEBÍA leer este libro que no me apetecía lo más mínimo.

Una vez pasado el tiempo puedo decir que la mayoría de esa gente tenía razón. A pesar de ser ciencia ficción y perderme entre un montón de términos la historia consiguió engancharme desde el primer capítulo, cuando aún no sabía qué me iba a encontrar (he tenido la suerte de no comerme ni un solo en todo este tiempo). Conforme iba avanzando la trama cada vez me costaba más dejar de leer así que Liu Cixin ha tenido parte de la culpa de mis ojeras durante estos días.

Lo peor de la novela es su escasa acción y la cantidad de información tecnológica que no está al alcance de todo el mundo. Lo mejor, la historia en sí y como te hace reflexionar sobre lo que plantea.

¡En breve el siguiente!
Show more",4,7,,,,,,
"Packed full of math and physics, The Three-Body Problem still felt very accessible by simplifying complex concepts and emphasizing the takeaways needed to understand what is happening without necessarily knowing exactly why.

I really enjoyed how logic gates were explained and I hope some schools do it this way as well - I know mine sure didn’t. The value of exposure to other cultures via media, even if just to a specific aspect of it, was also pretty cool and a very meta concept.

The story got a little dark at one point, but it felt understandable after we got exposed to life during the Chinese Cultural Revolution - something I wasn’t very familiar with.

A great science fiction story that’ll have me coming back for more - I have already purchased the next book and will probably pick up the third because I’m all in!
Show more",5,7,,,,,,
"I know that most of my science fiction reading is old stuff. I can't remember any science fiction novel I've read published after 1980. So this is a new thing for me, recent science fiction, and from China. I liked much of it. I appreciated the different perspective of culture and history the book provided. It also had me looking up more about the cultural revolution described in the opening chapters. The stuff I didn't get into as much were the virtual reality game chapters. They were interesting enough, and integral to the plot, but didn't resonate with me as much as the human characters did outside those chapters. Other chapters about unfolding photons went way over my simple head. The book poses a lot of philosophical questions for the reader to consider. First contact? Invasion? Which is the right culture to answer for humankind? Are we worth saving, or not?
Show more",4,7,,,,,,
"I occasionally had to put the book down to just stare at a wall and comprehend things. It puts your mind to the test in the best way possible, while being accessible to most people. It takes you through complex concepts like the birth of the universe, quark theory, nanotechnology, and much more, while not being pretentious and remaining a page turner. I found myself sad I had to put the book down to go to work.
Just don't expect it to be like anything else and you might find a surprise or two. I saw some people comparing it to Dune and this book is not Dune for sure. While both are spectacular, this particular book is not character-driven - it's more about science and world-building.
I recommend going into the book without any prior knowledge. Personally, I'm happy there is an extended weekend ahead of me. Volume 2 all the way!
Show more",5,7,,,,,,
"To nie jest taki rodzaj książki, które zazwyczaj czytam. Czytało się dobrze, ale nie bez zastrzeżeń - postaci są dość płaskie, a kobiet prawie nie ma. Sposób prowadzenia narracji jest dość nietypowy, więcej jest bohaterom opowiadane niż rzeczywiście się dzieje.

Co było dobre? Sam tytułowy problem trzech ciał i gra. Trochę jak Civilization. Tajemnicze cyfry. Stacja obserwacyjna. To, że nie tylko po realiach widać, że książka powstała w zupełnie innej tradycji kulturowej i literackiej.

Show more",3,7,,,,,,
"I really enjoyed the imaginativeness of the story. The science bit (except the nanotechnology) was convincing enough to add to the reading experience. The backdrop of Chinese culture (and Cultural Revolution) was refreshing.

On the downsides - some of the storyline felt like a B-level 80s US thriller (tough rule-breaking cop who smokes and drinks, beautiful lady terrorist with handheld nukes) and the protagonist Wang Miao of most of the book did not feel like a real character themselves - more like a vessel through which the story was told.

Just bought the rest of the books in the series, too.
Show more",5,7,,,,,,
"Genialne połączenie ciężkiego sci-fi, fizyki i gier komputerowych. Dodatkowo dużo się dzięki niej dowiedziałam o rewolucji kulturalnej w Chinach, a ja uwielbiam, gdy w książkach jest jakiś wątek oparty na prawdziwej historii. No i jest tu obca cywilizacja, więc chyba żadna inna książka nie trafi tak idealnie w mój gust czytelniczy.

Nie mówię, że wszystko zrozumiałam (baaardzo dużo różnych fizycznych konceptów tu jest poruszonych). Nie mówię też, że ta książka nie miała wad. Ja jednak wybaczam jej wszystko i wpisuję ją na moją top listę wszechczasów i wątpię, że spadnie z niej w najbliższym czasie.

Czytajcie ❤️
Show more",5,7,,,,,,
"Disappointed. I was looking forward to this book. The best thing about it is its window into China - the portrait of the cultural revolution is very poignant and is the emotional center of the book. The science/math aspects are also interesting. But the characters are completely flat or cartoonish. The over arching plot is simple: Aliens! And the particulars of the plot are feeble. I felt very little forward momentum.
That being said, I might read the next two if I can talk the library into buying them.
Show more",1,7,,,,,,
"This is one of those books that made me really annoyed with life -- why did it keep getting in the way of my reading time?!

I found the novel completely engaging and hard to put down. I'm not saying I understood all the science very well -- physics is not my field -- but what I did understand was fascinating and what went over my head didn't get in the way of my enjoyment. The footnotes were incredibly helpful, as well.

I especially loved Ye Wenjie as a character and enjoyed Wang Miao's journey into understanding. There are some great twists. I need book two ASAP.
Show more",5,7,,,,,,
"Worse than Asimov. This is not science fiction. Nothing actually based in science in here except a few words like ""proton"" and ""alpha centauri"". Just a load of crystal-healing type pseudoscience. The pathetic part is that the author seriously tries to explain it the way one would explain fundamental physics. They probably think they're being very imaginative and witty by naming characters after great scientists etc but in reality it is difficult to not cringe and take this book as a joke. And it's terribly written/translated, on top of that.
Show more",1,7,,,,,,
"Maybe 1.5 stars.

It was excruciatingly pedantic with brief moments of brilliance. If you don't read theoretical physics and quantum mechanics for fun then skip it because the fictional story gets lost in the exposition and you'll need a higher than average understanding of both to be able to discern how much of the hard science in this is science and how much is fiction.

Usually I enjoy Luke Daniels' narration, but even that couldn't make this interesting.
Show more",1,7,,,,,,
"Бла-бла-бла, Китай, пришельцы, хунвэйбины, революция ты научила нас, астрофизика, бла-бла-бла, передатчик, солнце, трисолярис - как меня это утомило. Утратила интерес где-то за 150 страниц до конца. Было очень интересно следить за событиями виртуальной реальности, но как только Ван Мяо закончил игру, а мы вернулись к Е - всё. Как отрезало.

Без оценки, ибо просто не моя чашка чаю. Герои не интересны, фантастики мало, инопланетяне скучные.

Дальше читать не буду.
Show more",0,7,,,,,,
"5/4/24: Seeing the Netflix adoption I reread this as I was confused with deviations from the book or what I remembered from my first read. Netflix makes it more accessible to general viewer and takes much liberty in script with a mix few of the characters. Book goes deeper in scientific detail and is more esoteric overall.

6/18/21: This could be acquired taste for some but it is fantastic sci-fi. Thanks to GR friends who recommended it. Now gotta read the rest of the of trilogy.
Show more",5,7,,,,,,
"Lotta imagination here, not just in terms of world-building, but plotwise too, and it was very exciting, though more about ideas than it was actions. Not quite sure I understood every little thing that was happening, but I still found myself enthralled from start to finish. And I always appreciate suspend-your-disbelief kind of fiction. Well worth the investment and am looking forward to continuing the trilogy.
Show more",0,7,,,,,,
"Alti e bassi. Idea interessante, ma lo sviluppo non mi ha colpito. Non mi sono piaciuti i personaggi e questo ha rovinato la lettura. Per il resto, tanta ricerca scientifica non sempre interessante, passaggi un pò macchinosi tra i vari episodi del libro. Bella l'idea del videogioco per descrivere il mondo alieno. La parte più ""interessante"" è la conclusione: vincerà l'alieno tecnologicamente avanzato o l'insetto terrestre?
Show more",3,7,,,,,,
"4 Stars for the story, but it loses a star for the abrupt not-even-really-a-cliff-hanger ending.

Fascinating Chinese Sci-Fi. Very different cultural viewpoint, okay hard science. Very different take on first contact, all round a interesting read. But the ending kinda fell apart in my view. Maybe the sequels tie it all up?
Show more",3,8,,,,,,
"3,5 estrellas para un libro con unas ideas estupendas, pero con unos personajes que resultan planos a pesar de su enorme potencialidad. Salta de lo imprevisible a lo previsible pero me ha enganchado y me ha dejado con ganas de más. Siento que lo hubiera podido disfrutar mucho más si tuviera más conocimientos de física. Leer a Cixin, hoy en día, es imprescindible para cualquier amante de la CF
Show more",4,6,,,,,,
"I loved this book. The ideas were so wild and amazing. Full of great technological leaps in thinking that, based on current scientific knowledge, really got me thinking, wow! Is that possible? My only criticism is that it ended on a cliff-hanger and I really hate it when a book ends in the middle of a story line.
Show more",4,7,,,,,,
"Štýl rozprávania mi nesedel, miestami rozvláčny, miestami kostrbatý. Na druhej strane sa mi páčili originálne nápady (vedecké i nevedecké) a zvláštne meditatívno-tajomná atmosféra. Takže za celkový dojem, ktorý vo mne kniha zanechala dávam 3.75 hviezdy a zaokrúhlim nadol na 3 hviezdy. Lebo sa mi proste páči tá symbolika.
Show more",3,7,,,,,,
"Cómo dice mi puntuación, ha sido una lectura asombrosa, maravillosa. Eso sí, estoy casi seguro de que el autor me ha vacilado con las profusas explicaciones científicas ¿Cuánto se ha inventado y cuánto puede ser factible? Por favor que algún entendido que me lo aclare. Le estaré eternamente agradecido.
Show more",5,7,,,,,,
"I really really struggled with this one. Just wayyy too technical and science-y for my simple little brain. Plus I wasn't a fan of the audiobook narration so I'm sure that didn't help matters. Luckily I was able to push through and finish by speeding up the narration just to get it over with. Needless to say, I won't be continuing the series.
Show more",1,7,,,,,,
"Un libro que consigue atraparte y hacerte partícipe del juego de los tres mundos. Muy recomendable, literatura muy diferente por el tipo de escritura y por el tipo de problemas, se nota que el autor no es occidental y eso da a la narrativa un cambio diferente, al igual que a los personajes. Personajes muy trabajados, con personalidades diferenciadas y que van teniendo un desarrollo muy bueno.
Show more",0,7,,,,,,
"Genius world building. While the flow of writing/translation could've been better, full marks for describing a very interesting and more than credible world, with a comprehensive description of the science and motive. Maybe Ken Liu's better off writing from scratch (instead of translating).

My favourite quote:
""Should philosophy guide experiments, or should experiments guide philosophy?""
Show more",5,7,,,,,,
3.5*,4,7,,,,,,
"What a book and premise! I was completely absorbed. Liu's novel is a mix of hardcore scientific theory, history, existential philosophy, and yes, some suspense! The characters may be a tad underdeveloped but the narrative was so engrossing, I think it made up for it. I'll be reading the sequel at some point. If you're looking for some good science fiction to read, go ahead and pick this up.
Show more",5,7,,,,,,
"I loved the opening, the game chapters, the fantastic imagery in the proton chapter toward the end. Found the characters a little flat. I think my hard-SF reading tools need a little sharpening. Enjoyed this a lot as an Idea Book.",0,7,,,,,,
"Proper sci-fi

Proper science fiction. The plot is a bit clunky in places. I am not sure if this is down to translation in some instances. However, the ideas are really good and interesting. Giving too much detail will spoil the plot, but I will say it is well worth reading.
Show more",4,7,,,,,,
"Es un libro extraño, tiene datos científicos complejos y la trama da tales giros, que uno se pregunta ¿hacia dónde va todo esto?. Pero a la vez la historia es hipnótica, y me ha compensado mucho porque hay partes maravillosas. Y ¡vaya final! Ahora voy a tener que seguir con el siguiente libro.
Show more",4,8,,,,,,
"2,5

Idėja įdomi, bet jązau, kaip sausai ir neelegantiškai parašyta...

Prirašiau daug apie knygą ir ne apie knygą: https://azuoliukas.wordpress.com/2022...
Show more",2,7,,,,,,
